0,1,2,3,4,5,6,7,8,9
7.474631,8.064881,0.25722846,6.3658466,12.779294,0.7209645,0.95528156,0.0,0.0,0.0
6.947687,7.3768907,0.24282321,6.157781,11.696279,0.45738763,0.7705635,0.0,0.0,0.0
6.919332,7.5701265,0.15453374,5.9372163,12.166655,0.7593567,0.7901551,0.12281695,0.103304535,0.0
7.959158,8.418083,0.86385316,7.8294773,13.53088,1.021138,1.1941425,0.091721326,0.0,0.0
8.785965,9.296772,0.5752024,7.039509,14.893633,1.5388901,1.2836792,0.23701355,0.0,0.0
5.338548,5.7036037,0.0,3.5246086,8.565676,0.08865586,0.0,0.0,0.0,0.0
6.97333,7.430068,0.30858988,6.558483,11.811015,0.4720263,0.7450772,0.0,0.0,0.0
5.1356106,5.5711117,0.0,3.974887,8.396326,0.036031708,0.11343783,0.0,0.0,0.0
7.241457,7.656706,0.10753801,5.965106,12.134475,0.5772795,0.6807915,0.0,0.0,0.0
8.360025,8.949367,0.51192194,7.0586076,14.302026,1.2119291,1.3595611,0.10269953,0.0,0.0
6.678917,7.423786,0.059626333,5.0662565,11.609515,0.6221068,0.8778397,0.0,0.048108455,0.0
7.093797,7.4870605,0.0,5.4200935,11.912725,0.64715725,0.23047648,0.0,0.0,0.0
5.6903424,6.1482115,0.0,4.733686,9.72474,0.3002265,0.6778413,0.2083616,0.8530662,0.0
8.099064,8.606968,1.0478783,7.6240096,13.70699,1.0430846,1.4985008,0.13585469,0.0,0.0
7.2572494,7.724402,0.014886461,6.2826266,12.415021,0.582767,0.7279118,0.0,0.0,0.0
7.1442885,7.6069136,0.12913418,6.153315,12.156065,0.6619723,0.74546623,0.0,0.0,0.0
6.7028484,7.1223288,0.7831363,6.2461257,11.488325,0.78454024,1.2948805,0.35488868,0.18667121,0.0
6.286174,6.8005548,0.0,4.9500895,10.473704,0.19925314,0.66820353,0.0,0.053482916,0.0
8.27664,9.063793,1.0354524,7.8763947,14.482589,1.2402515,1.7399255,0.4354034,0.0,0.0
6.620105,7.1478157,0.0,4.831383,11.128522,0.82846445,0.4539634,0.0,0.0,0.0
6.999713,7.457881,0.062012605,5.4460187,11.829604,0.9313353,0.49937576,0.0,0.0,0.0
7.52509,8.157166,0.4959082,6.939707,12.929343,0.75593513,1.0539416,0.07837893,0.0,0.0
9.2548275,10.084874,0.87347966,7.6578465,15.941961,1.3331444,1.7479829,0.08886495,0.0,0.0
7.077475,7.5370193,0.022442825,6.1256995,11.942381,0.5735509,0.55316144,0.0,0.0,0.0
7.095253,7.417832,0.4829644,6.479552,11.7862425,0.6522654,0.908316,0.0,0.0,0.0
6.1164217,6.512719,0.0,4.1245046,9.99813,0.18516079,0.28282556,0.0,0.34256172,0.0
7.6030126,8.183103,0.73350805,6.802646,13.061315,0.78020763,1.4540459,0.034282956,0.0,0.0
5.6009145,6.003162,0.0,4.0203867,9.156889,0.06844458,0.2012135,0.0,0.0,0.0
6.3836646,6.8586416,0.0,5.415701,10.919923,0.6554515,0.49662656,0.0,0.0,0.0
7.833096,8.042863,1.0474252,7.23418,13.016091,1.2106974,1.2873749,0.34813845,0.0,0.0
6.5428843,6.95437,0.0,4.6268616,10.9943905,0.43220282,0.31471804,0.100973055,1.2073826,0.0
7.7607327,8.395032,0.0,5.745625,13.195516,0.47125834,0.5139156,0.0,0.1650871,0.0
6.4622355,7.1630125,0.0,4.9786935,10.835477,0.18373251,0.5662897,0.0,0.0,0.0
7.236197,7.9045377,0.059201427,6.3834968,12.57451,0.5432736,0.7628258,0.0,0.0,0.0
5.6580367,6.222216,0.0,3.696168,9.506228,0.32523823,0.3607749,0.0,0.8467061,0.0
6.448864,6.8154736,0.0,4.9114723,10.855337,0.36961657,0.57787746,0.0,0.5778762,0.0
7.0760293,7.610759,0.4167573,6.3947077,12.005083,0.64856404,0.92980236,0.0,0.0,0.0
8.548232,9.046228,0.8464798,8.174536,14.491644,1.0370722,1.2399342,0.12997559,0.0,0.0
9.237172,9.849011,1.147693,8.253365,15.895462,1.4950719,1.8494749,0.47601157,0.0,0.0
6.3824387,6.802546,0.6017138,6.0776124,11.033444,0.6598132,1.1076008,0.33239484,0.26913887,0.0
6.3337746,6.7672186,0.23786622,5.5551276,10.595201,0.53101593,0.72671497,0.0,0.0,0.0
7.0368233,7.294268,0.5634169,6.469043,11.678867,0.8577282,0.8771776,0.0,0.0,0.0
6.146537,6.52307,0.17043582,5.0085025,10.121464,0.3810134,0.6249069,0.0,0.0,0.0
9.319103,9.73445,1.4998927,8.28959,15.673974,1.6358795,1.8495951,0.41685405,0.0,0.0
4.352002,4.5460634,0.0,3.3586175,6.9907074,0.0,0.0,0.0,0.0,0.0
7.658804,7.959538,0.67477083,6.2797375,12.612551,0.9302897,0.98063904,0.14048496,0.0,0.0
9.508143,10.301002,1.4483808,9.231716,16.502985,1.4522595,1.8766325,0.3269764,0.0,0.0
7.7115836,8.131002,0.6910658,6.9398284,13.117905,0.92868465,1.1766577,0.21368575,0.0,0.0
6.412397,6.764154,0.0,5.077396,10.54909,0.42779964,0.50987226,0.0,0.0,0.0
9.555534,9.969797,1.473243,9.025148,16.160967,1.4646537,1.8752611,0.35563904,0.0,0.0
6.352091,6.7377524,0.0,5.3762975,10.727222,0.53116155,0.54777414,0.0,0.0,0.0
6.106025,6.4740973,0.0,5.036378,10.085583,0.050228775,0.32795337,0.0,0.0,0.0
5.843101,6.143406,0.22653994,5.2671194,9.69372,0.61012065,0.60747886,0.0,0.0,0.0
6.4354234,6.824286,0.3142576,5.748654,10.859944,0.4657215,0.79569405,0.0,0.0,0.0
4.98402,5.1454124,0.0,3.8740761,8.072814,0.14275369,0.0,0.0,0.0,0.0
6.29752,6.7441993,0.4593826,5.6943865,10.621539,0.7728325,0.9082326,0.030831534,0.0,0.0
6.47189,7.010213,0.0,5.119304,11.0762825,0.62275887,0.48824477,0.0,0.0,0.0
9.525733,10.339818,1.066906,8.671057,16.440397,1.3141625,1.6221569,0.0,0.0,0.0
7.977993,8.517059,1.1127311,7.5021048,13.499722,0.9483152,1.4674911,0.10003112,0.0,0.0
6.740881,7.3470144,0.0,4.774276,11.352238,0.56631035,0.58766305,0.0,0.0,0.0
5.8004546,6.266137,0.0,3.3518567,9.529467,0.5485173,0.2745292,0.0,0.110387325,0.0
6.6500306,7.0742846,0.0,5.693353,11.184198,0.5636467,0.3612538,0.0,0.0,0.0
6.39061,6.741782,0.38185975,6.0417776,10.878391,0.55764616,0.8556975,0.10626863,0.0,0.0
8.769189,9.249698,0.9169299,7.673975,14.921656,1.2281513,1.4275333,0.3922132,0.0,0.0
6.5291915,7.0927606,0.2509345,5.66176,11.152967,0.50258034,0.90625113,0.0,0.0,0.0
6.1351786,6.447942,0.55434674,5.8606305,10.38503,0.5627482,0.81730133,0.13991411,0.0,0.0
7.9715247,8.759063,0.7195574,7.325486,13.804108,0.96884507,1.3939227,0.17233711,0.0,0.0
8.345059,8.901884,0.9697649,7.784498,14.052478,1.022594,1.3289444,0.07920618,0.0,0.0
9.895894,10.401706,1.7241482,9.19691,16.958138,1.9489942,2.3021092,0.5200752,0.0,0.0
8.18097,8.713139,0.24096194,7.0280194,14.072466,0.9464348,0.71152055,0.0,0.0,0.0
6.159364,6.6693373,0.2742735,5.4949317,10.580662,0.5575561,0.8643232,0.08791758,0.0,0.0
6.6543174,6.9978914,0.0,5.0304127,10.896993,0.1639573,0.42524624,0.0,0.0,0.0
5.756907,6.2540116,0.0,4.34406,9.511467,0.029718474,0.20609684,0.0,0.0,0.0
6.0085545,6.389401,0.0,4.7349386,9.79852,0.04611714,0.19147213,0.0,0.0,0.0
7.5613685,8.100347,0.539766,7.122267,12.887883,0.7859833,0.9686021,0.14055102,0.0,0.0
8.311517,8.881449,0.64225745,7.818482,14.327441,1.0354073,1.12198,0.15922377,0.0,0.0
7.111522,7.5370817,0.38454834,5.6417704,11.948598,0.8244263,1.0257171,0.18545292,0.35700867,0.0
6.670633,7.2532406,0.13793734,5.5541553,11.234887,0.42929858,0.75795126,0.0,0.0,0.0
8.568526,9.124665,0.8836604,7.796782,14.607029,0.8664182,1.4148431,0.18798268,0.0,0.0
6.33799,6.8428597,0.10175819,5.924473,11.057367,0.5094498,0.66211516,0.38825667,0.7847154,0.0
4.3266535,4.585688,0.0,3.3110604,6.9265666,0.0,0.097687736,0.0,0.0,0.0
8.162195,8.666404,0.81694126,7.447507,13.622278,0.90951544,1.1904111,0.0,0.0,0.0
11.071403,11.649216,1.4861696,10.373172,18.614353,1.5026178,1.9172908,0.060142998,0.0,0.0
5.496565,5.9464097,0.0,3.924706,8.972455,0.1277506,0.0,0.0,0.0,0.0
5.752059,6.1972427,0.0,4.044189,9.354241,0.062238544,0.15012373,0.0,0.0,0.0
5.6555347,6.004661,0.0,5.0125346,9.582754,0.34859446,0.33681226,0.0,0.0,0.0
7.204192,7.6668096,0.0,6.0503306,12.12488,0.31520775,0.350901,0.0,0.0,0.0
7.719728,8.332494,0.0,6.3060966,13.08919,0.52418303,0.6179179,0.0,0.0,0.0
8.879316,9.459691,0.24375555,8.123499,15.137849,0.59901565,0.81744987,0.0,0.0,0.0
7.6549296,8.110704,0.59636813,6.6342263,13.034818,0.9050929,1.196161,0.29165325,0.21326096,0.0
6.7626443,7.005405,0.5731788,6.086753,11.242516,0.90942985,0.8337329,0.12812124,0.0,0.0
7.817012,8.283255,0.5421353,7.4590206,13.2953,0.69233847,1.0415274,0.0,0.0,0.0
8.996145,9.616232,0.32696483,7.5227427,15.31639,0.8508195,1.1744937,0.0,0.0,0.0
8.351111,8.813148,0.0,7.3374,14.106731,0.34527117,0.08003563,0.0,0.49466416,0.0
5.3651943,5.780711,0.0,4.2474327,8.95925,0.4288898,0.35732186,0.0,0.0,0.0
10.05783,10.382758,2.325539,9.844658,17.16153,2.2526412,2.4188254,1.0924978,0.0,0.0
5.733403,6.278862,0.0,4.5608196,9.634238,0.27762926,0.4595675,0.0,0.0,0.0
6.412555,6.833023,0.3140531,5.2418666,10.82465,1.0381,0.87376016,0.0,0.0,0.0
8.960495,9.740622,0.91490287,7.814432,15.575891,1.6107614,1.465537,0.2535423,0.0,0.0
8.429938,8.725484,0.94157344,7.3846383,14.249041,1.3067319,1.4105431,0.4219841,0.005295273,0.0
5.7796006,6.1342125,0.0,4.6194234,9.684549,0.43080556,0.2887743,0.0,0.040406343,0.0
6.416761,6.960353,0.07858441,5.54169,10.995565,0.5030428,0.70653206,0.0,0.0,0.0
10.284616,11.010879,1.0083724,9.171389,17.774927,1.5734046,1.6967313,0.43824816,0.0,0.0
5.177093,5.41469,0.0,4.6249776,8.596542,0.2445457,0.3708878,0.0,0.0,0.0
5.7862678,6.169318,0.0,4.867223,9.603243,0.21768233,0.20954092,0.0,0.0,0.0
8.150431,8.686929,0.49278802,7.2099423,13.865586,0.7377645,1.1597608,0.0,0.0,0.0
7.654043,7.996478,0.5744832,6.626156,12.675565,1.0706761,1.048736,0.0,0.0,0.0
9.601272,10.363771,2.1829228,9.605051,16.634424,1.6845675,2.6397386,0.6792905,0.0,0.0
8.768397,9.386377,0.60782194,7.842056,15.0043335,1.0647852,1.1049153,0.09564574,0.0,0.0
8.7587805,9.263867,0.8048405,7.479539,14.994488,1.2118285,1.4481646,0.018630866,0.0,0.0
8.461421,9.001696,0.5762115,7.2727523,14.330445,0.86298865,1.2067467,0.07197596,0.0,0.0
8.591363,9.131725,0.8402164,7.9029627,14.61413,1.2301009,1.2788361,0.08390583,0.0,0.0
8.17036,8.744677,0.40245032,7.263671,13.965893,0.8469066,1.0581975,0.08226998,0.0,0.0
6.6282125,7.2102604,0.65803,6.1173224,11.398392,0.7751989,1.1686748,0.13631755,0.0,0.0
5.0669494,5.3685684,0.0,3.712236,8.173437,0.08459547,0.0,0.0,0.0,0.0
7.7584686,8.248349,0.9015267,7.493734,13.2869625,1.2270541,1.2803835,0.1643288,0.0,0.0
7.1867075,7.5539765,0.16283569,6.7688484,12.020415,0.3128359,0.51710147,0.0,0.0,0.0
8.130929,8.507244,0.9400998,7.38998,13.646042,1.2090816,1.2695974,0.07683219,0.0,0.0
6.201482,6.566313,0.2644499,5.6228995,10.4114685,0.607066,0.69070184,0.0,0.0,0.0
7.7747808,8.214027,0.0,6.4836116,13.061196,0.37274212,0.40001464,0.0,0.11312038,0.0
7.495941,8.128463,0.83944637,7.0243745,12.9184885,0.80415076,1.3697339,0.08720881,0.0,0.0
7.1737766,7.513944,0.71182746,7.084569,12.222794,0.8526345,0.9402315,0.19256704,0.0,0.0
7.6593647,8.254896,0.023430772,6.663367,13.109586,0.38679266,0.7403447,0.0,0.0,0.0
8.638728,9.170041,1.1605456,8.485003,14.72858,1.0589516,1.6572071,0.09373583,0.0,0.0
6.578753,7.065201,0.0,5.0342207,10.888253,0.24849957,0.42831528,0.0,0.0,0.0
6.465658,6.8686476,0.47644377,6.1792865,10.8198805,0.55562633,0.7670495,0.0,0.0,0.0
5.9601398,6.483024,0.039808862,5.282258,10.133712,0.37766558,0.6220579,0.0,0.0,0.0
8.929543,9.315512,1.0051159,7.590617,15.285153,1.5955997,1.7246047,0.38060424,0.0,0.0
10.088265,10.924699,1.0249418,8.899652,17.60693,1.5113406,1.8704845,0.32132614,0.0,0.0
8.615657,9.043524,1.3283554,8.289107,14.7264185,1.2960451,1.570205,0.61670095,0.012831684,0.0
6.4127517,6.8735657,0.24370214,5.4977446,10.725253,0.5208917,0.7759693,0.0,0.0,0.0
6.912304,7.2515965,0.0051867887,5.1911182,11.62298,0.84197646,0.51458573,0.01936302,0.043522533,0.0
8.763717,9.360474,0.41143805,7.148369,15.08449,1.040271,1.2244979,0.1799068,0.0,0.0
6.3646917,6.8376107,0.0,3.9336247,10.482709,0.18093884,0.2732132,0.0,0.51578647,0.0
6.8056707,7.2397256,0.0,5.9881935,11.472417,0.2928618,0.30674765,0.0,0.0,0.0
8.841782,9.1975975,1.3141986,8.36333,14.9699,1.6203315,1.5679269,0.47625607,0.0,0.0
6.673935,6.936817,0.2946033,5.9240594,11.164625,0.6332227,0.7223579,0.007522721,0.0,0.0
5.6326723,5.995867,0.0,4.522933,9.333531,0.25611827,0.4098308,0.0,0.0,0.0
5.4546933,5.8655457,0.0,4.220503,8.896451,0.21825701,0.24477841,0.0,0.0,0.0
7.935555,8.652224,0.6848666,6.7435455,13.585284,1.0583847,1.4151947,0.06018791,0.0,0.0
7.336488,7.8272223,0.44195873,6.588275,12.478472,0.6649607,0.99985665,0.06542942,0.0,0.0
6.481042,6.8575706,0.0,5.7407646,10.977964,0.2086179,0.1764297,0.0,0.061625857,0.0
5.4211087,5.7496886,0.0,3.8731036,8.894765,0.16227448,0.0,0.0,0.0,0.0
6.8737645,7.2754145,0.401396,5.7021003,11.789113,1.0689173,1.0617939,0.23400804,0.0,0.0
8.006284,8.497507,0.6146308,6.9283147,13.621579,0.9844945,1.2823269,0.09127213,0.0,0.0
4.7710705,5.0398207,0.0,3.3519518,7.5746818,0.0,0.11624248,0.0,0.0,0.0
6.5097475,6.961275,0.619814,5.628788,10.952917,0.68876404,1.0833237,0.032817353,0.0,0.0
6.0907454,6.571209,0.0,4.262783,10.052538,0.2856819,0.36247447,0.0,0.0,0.0
5.484836,5.995248,0.0,4.0618715,9.0451355,0.08361015,0.2033493,0.0,0.0,0.0
8.500884,8.939053,0.00422772,7.037407,14.46703,0.5439753,0.7974291,0.0,0.0,0.0
7.291966,7.699541,0.49545592,6.6608405,12.283316,0.8121025,0.8288709,0.07706609,0.0,0.0
6.4497843,6.83025,0.5355252,6.113891,10.839626,0.6334787,0.9333444,0.0,0.0,0.0
7.847123,8.214104,0.768956,6.592119,13.145727,1.1467576,1.3031254,0.2559948,0.0,0.0
5.615381,6.1253686,0.0,3.5980635,9.012962,0.0,0.0,0.0,0.0,0.0
5.316136,5.6154757,0.0,4.1467752,8.656235,0.43081707,0.3583098,0.0,0.0,0.0
7.4190497,7.886604,0.10976807,6.603238,12.602031,0.51753503,0.71648055,0.0,0.0,0.0
7.244031,7.8942456,0.16793534,6.1700215,12.581415,0.7763249,0.851283,0.035862107,0.0,0.0
6.566484,6.9719973,0.1304889,5.750612,11.038993,0.43219864,0.69801617,0.0,0.0,0.0
8.094477,8.595118,0.5328644,6.5891333,13.662417,1.3591788,1.0556774,0.124714315,0.0,0.0
7.46534,7.852291,0.40057734,7.057633,12.611294,0.7141557,0.78449255,0.0,0.0,0.0
5.704768,6.2163644,0.0,4.5452204,9.532933,0.2402299,0.39130554,0.0,0.0,0.0
7.1350274,7.533964,0.7535236,6.7121997,11.9612875,0.87154144,1.0843908,0.052334514,0.0,0.0
7.653372,8.137573,0.016488105,6.9806895,13.102975,0.5039025,0.63106745,0.008528698,0.13313834,0.0
6.895252,7.488546,0.09508949,5.5142403,11.837424,0.97095865,0.8068268,0.0,0.0,0.0
9.574093,10.244977,0.99621147,9.159135,16.47796,1.1730382,1.3939277,0.059383873,0.0,0.0
7.9883075,8.33088,1.0473033,7.1696663,13.3785925,0.93854886,1.3297443,0.23776811,0.0,0.0
6.3853226,6.780219,0.23331785,5.3703413,10.754676,0.5968074,0.73880446,0.0,0.0,0.0
9.810366,10.52288,1.5187637,8.679632,16.659058,1.6913843,2.143727,0.23569953,0.0,0.0
6.8515425,7.2591214,0.6592963,6.5697727,11.453225,0.73411536,0.919369,0.0,0.0,0.0
4.7371907,5.0531363,0.0,3.6995354,7.7446513,0.0,0.0,0.0,0.0,0.0
5.681991,6.051402,0.013583295,4.3327384,9.316214,0.30928734,0.53628176,0.0,0.0,0.0
9.88473,10.484948,1.2251716,9.25886,17.12571,1.6104276,1.5876719,0.44314033,0.0,0.0
6.3730626,6.7834945,0.95352226,5.9434175,10.774166,0.763443,1.3383414,0.252002,0.0,0.0
5.842174,6.3318233,0.0,4.427218,9.719673,0.29006368,0.3157302,0.0,0.0,0.0
7.282575,7.7833586,0.38851944,5.936386,12.194665,0.69964314,1.0085244,0.0,0.0,0.0
6.32861,6.6430097,0.1602259,5.764489,10.584184,0.33703032,0.49255794,0.0,0.0,0.0
5.3095264,5.681069,0.0,3.7592878,8.718248,0.30161995,0.0,0.0,0.0,0.0
4.9218307,5.1854796,0.0,3.496193,7.882069,0.0,0.0,0.0,0.0,0.0
5.7290344,6.2073846,0.0,3.4515977,9.321198,0.19095713,0.022904206,0.0,0.3432695,0.0
8.96971,9.647044,0.97982234,8.219221,15.485616,1.1502318,1.5996666,0.21485916,0.0,0.0
7.876968,8.434464,0.93831044,7.283236,13.267049,0.8955533,1.3659894,0.063674,0.0,0.0
6.866643,7.3731523,0.0,4.6437945,11.4479,0.3930232,0.20821203,0.0,0.25877342,0.0
6.6459928,7.040485,0.0,4.751321,10.964645,0.24007943,0.13786191,0.0,0.0,0.0
10.348972,10.964587,1.4449407,9.753322,17.859932,1.5697713,2.0456448,0.19124186,0.0,0.0
8.311189,9.11689,1.2816801,8.35332,14.608735,1.1461058,1.8154918,0.39996126,0.0,0.0
9.777047,10.557548,0.77426374,8.809247,17.076141,1.36653,1.4877311,0.07808903,0.0,0.0
4.5528107,4.8544083,0.0,3.0917935,7.2420816,0.0,0.0,0.0,0.0,0.0
9.304352,9.906606,0.9308291,8.207098,15.782929,1.1988544,1.4688088,0.14017402,0.0,0.0
6.809199,7.366445,0.0,5.140412,11.60591,0.5416098,0.61418766,0.0,0.25734633,0.0
5.0483356,5.3608594,0.0,4.2987466,8.182867,0.010801509,0.105128825,0.0,0.0,0.0
6.775234,7.339129,0.4257689,5.8738327,11.461972,0.7455168,0.9379156,0.0,0.0,0.0
7.164047,7.732283,0.0588424,5.843953,12.344058,0.815075,0.8915869,0.107083544,0.153168,0.0
5.5235305,6.035018,0.0,3.0934896,8.822051,0.0,0.0,0.0,0.0,0.0
5.742778,6.2006154,0.81183696,5.743675,9.921543,0.64493895,1.1885862,0.28544882,0.0,0.0
5.8140163,6.3414555,0.0,4.439847,9.728721,0.23183301,0.3025884,0.0,0.0,0.0
6.756566,7.258124,0.0,4.748828,10.971685,0.17484084,0.2222928,0.0,0.0,0.0
8.330264,8.880838,0.8758412,7.8850746,14.392937,0.9746248,1.3216416,0.22975144,0.0,0.0
5.942679,6.3427896,0.0,4.7480893,10.065749,0.3652286,0.29412347,0.0,0.23506254,0.0
5.774912,6.098116,0.038057975,4.8125634,9.533376,0.27461988,0.5346315,0.0,0.0,0.0
7.956583,8.580122,0.2812472,6.446362,13.4232025,0.814315,0.9141573,0.0,0.0,0.0
10.513333,11.156088,1.3755633,9.80522,17.998383,1.4955809,1.8960472,0.46156454,0.0,0.0
8.940889,9.578992,0.8843026,7.0510883,15.247581,1.5230496,1.3801799,0.027379397,0.0,0.0
6.5331917,7.2349977,0.10118803,5.436939,11.301888,0.5345341,0.8910246,0.0,0.0,0.0
8.517421,9.091931,1.4528202,8.244082,14.499353,1.2636051,1.8574672,0.21410754,0.0,0.0
8.630844,9.06816,0.73600674,7.2170024,14.542504,1.2546103,1.256602,0.37841895,0.21128069,0.0
6.8264203,7.3323107,1.0538949,6.532386,11.700298,0.7859176,1.4460218,0.28237423,0.0,0.0
8.954584,9.601343,1.092978,8.079969,15.472351,1.2512286,1.8057846,0.39115363,0.0,0.0
5.2705865,5.633859,0.0,4.436403,8.774955,0.22507012,0.18399647,0.0,0.0,0.0
6.8759375,7.2453136,0.15706357,5.9029937,11.474463,0.4705279,0.5954018,0.0,0.0,0.0
6.608628,6.93781,0.10546937,5.627619,11.213995,0.68526703,0.6022973,0.14459324,0.29562578,0.0
7.502949,8.075972,1.0078394,7.296799,12.943117,0.8005594,1.459334,0.2272157,0.0,0.0
4.9788246,5.3266973,0.0,3.8544185,8.005085,0.0,0.02549206,0.0,0.0,0.0
7.014449,7.4336214,0.4111632,6.801675,11.964802,0.56785274,0.72026706,0.04781882,0.0,0.0
6.585043,7.179935,0.024040125,5.1257863,11.279247,0.6637991,0.69210416,0.0,0.0,0.0
9.004017,9.626676,1.325914,8.268138,15.34557,1.3065138,1.8339111,0.3298215,0.0,0.0
6.254429,6.7167215,0.0,4.2504864,10.180759,0.02056685,0.09725405,0.0,0.0,0.0
6.353601,6.8697677,0.0,5.1005306,10.797678,0.51952857,0.57104886,0.0,0.0,0.0
